,66Q,MY0,J94,601,S61,JE5,JB2,61D,59X,L12
2020/8/10 00:00,112.17,36.96,19.13,25.14,23.7382,24.09,23.55,16.42,15.688,12.06
2020/8/11 00:00,111.96,36.87,19.06,25.23,23.6721,24.09,23.5,16.36,15.624,12.07
2020/8/12 00:00,111.81,36.78,19.02,25.11,23.6037,24.05,23.44,16.37,15.599,12.08
2020/8/13 00:00,111.55,36.75,19.01,25.07,23.6238,24.0,23.37,16.34,15.581,12.08
2020/8/14 00:00,111.34,36.67,18.98,25.04,23.5721,23.96,23.33,16.31,15.559,12.09
2020/8/17 00:00,111.38,36.66,18.97,25.06,23.5695,23.97,23.34,16.34,15.548,12.1
2020/8/18 00:00,111.53,36.68,18.98,25.08,23.5587,23.98,23.37,16.4,15.552,12.1
2020/8/19 00:00,111.49,36.71,19.0,25.08,23.596,23.98,23.34,16.38,15.565,12.11
2020/8/20 00:00,111.55,36.7,19.01,25.09,23.5993,23.97,23.38,16.36,15.574,12.12
2020/8/21 00:00,111.67,36.72,19.01,25.12,23.6553,23.97,23.4,16.4,15.554,12.13
2020/8/24 00:00,111.76,36.76,19.04,25.14,23.6222,24.06,23.39,16.44,15.577,12.13
2020/8/25 00:00,111.68,36.7,18.98,25.13,23.5406,24.11,23.36,16.43,15.496,12.14
2020/8/26 00:00,111.64,36.66,18.96,25.14,23.549,24.12,23.35,16.45,15.518,12.16
2020/8/27 00:00,111.39,36.64,18.94,25.1,23.6262,24.15,23.28,16.38,15.475,12.17
2020/8/28 00:00,111.47,36.57,18.93,25.13,23.5213,24.18,23.3,16.43,15.493,12.18
2020/8/31 00:00,111.74,36.61,18.94,25.17,23.5297,24.15,23.33,16.48,15.497,12.19
2020/9/1 00:00,112.05,36.66,18.95,25.23,23.5663,24.21,23.41,16.53,15.502,12.2
2020/9/2 00:00,112.31,36.76,19.02,25.29,23.6374,24.26,23.46,16.53,15.557,12.21
2020/9/3 00:00,112.3,36.83,19.06,25.28,23.6796,24.18,23.47,16.48,15.597,12.21
2020/9/4 00:00,111.87,36.82,19.03,25.17,23.6502,24.13,23.35,16.41,15.562,12.22
2020/9/8 00:00,111.79,36.69,19.01,25.15,23.5977,24.02,23.35,16.45,15.603,12.22
2020/9/9 00:00,111.75,36.7,18.99,25.15,23.5627,24.08,23.34,16.44,15.507,12.22
2020/9/10 00:00,111.92,36.66,18.97,25.17,23.5368,24.08,23.37,16.46,15.519,12.24
2020/9/11 00:00,111.94,36.72,19.01,25.18,23.5753,24.05,23.38,16.45,15.553,12.28
2020/9/14 00:00,111.96,36.74,19.02,25.18,23.5976,24.09,23.38,16.43,15.561,12.29
2020/9/15 00:00,111.97,36.75,19.01,25.2,23.5828,24.14,23.39,16.45,15.518,12.3
2020/9/16 00:00,112.03,36.75,19.03,25.21,23.6088,24.16,23.38,16.45,15.573,12.3
2020/9/17 00:00,112.02,36.75,19.03,25.2,23.6095,24.14,23.38,16.45,15.573,12.31
2020/9/18 00:00,112.01,36.76,18.96,25.18,23.5976,24.07,23.37,16.44,15.565,12.31
2020/9/21 00:00,111.86,36.75,19.04,25.09,23.5951,23.87,23.35,16.42,15.58,12.31
2020/9/22 00:00,111.81,36.73,19.02,25.07,23.5497,23.85,23.35,16.42,15.561,12.31
2020/9/23 00:00,111.73,36.72,19.01,25.02,23.5349,23.78,23.33,16.41,15.554,12.32
2020/9/24 00:00,111.45,36.7,19.0,24.96,23.5042,23.67,23.3,16.42,15.551,12.32
2020/9/25 00:00,111.38,36.68,18.99,24.97,23.4769,23.59,23.27,16.43,15.542,12.33
2020/9/28 00:00,111.5,36.65,18.98,25.0,23.4616,23.77,23.28,16.46,15.525,12.33
2020/9/29 00:00,111.61,36.66,18.99,25.02,23.4881,23.79,23.3,16.49,15.531,12.33
2020/9/30 00:00,111.49,36.67,18.97,25.02,23.4923,23.86,23.28,16.46,15.509,12.33
2020/10/1 00:00,0.0,36.64,0.0,25.05,23.4694,23.91,23.28,16.45,15.491,12.34
2020/10/2 00:00,111.6,36.66,0.0,25.03,23.5231,23.9,23.29,16.45,15.503,12.35
2020/10/5 00:00,111.47,36.63,18.93,25.04,23.4669,24.03,23.24,16.4,15.47,12.34
2020/10/6 00:00,111.66,36.57,18.91,25.08,23.4489,24.07,23.29,16.4,15.422,12.34
2020/10/7 00:00,111.54,36.63,18.91,25.07,23.4623,24.14,23.26,16.38,15.462,12.33
2020/10/8 00:00,111.72,36.59,18.93,25.14,23.5005,24.2,23.3,16.43,15.467,12.34
2020/10/9 00:00,111.76,36.63,18.93,25.17,23.5126,24.24,23.3,16.44,15.47,12.34
2020/10/12 00:00,111.8,36.65,0.0,25.19,23.5263,24.25,23.31,16.44,0.0,12.35
2020/10/13 00:00,112.06,36.68,0.0,25.23,23.5599,24.29,23.36,16.48,15.512,12.35
2020/10/14 00:00,112.06,36.72,19.0,25.22,23.5927,24.26,23.36,16.46,15.526,12.35
2020/10/15 00:00,111.93,36.73,19.0,25.18,23.6,24.18,23.34,16.46,15.531,12.36
2020/10/16 00:00,111.97,36.7,18.99,25.19,23.5338,24.23,23.34,16.47,15.52,12.37
2020/10/19 00:00,111.92,36.69,18.96,25.17,23.5412,24.23,23.32,16.44,15.488,12.37
2020/10/20 00:00,111.78,36.65,18.93,25.15,23.5104,24.24,23.29,16.41,15.462,12.36
2020/10/21 00:00,111.74,36.61,18.91,25.14,23.4872,24.22,23.27,16.4,15.444,12.37
2020/10/22 00:00,111.56,36.6,18.9,25.11,23.4959,24.23,23.23,16.39,15.441,12.37
2020/10/23 00:00,111.75,36.56,18.87,25.14,23.4564,24.26,23.26,16.39,15.417,12.38
2020/10/26 00:00,111.9,36.63,0.0,25.12,23.5472,24.16,23.32,16.42,15.464,12.38
2020/10/27 00:00,112.04,36.67,18.95,25.14,23.5326,24.13,23.32,16.45,15.48,12.38
2020/10/28 00:00,111.86,36.7,18.97,25.05,23.5512,23.93,23.29,16.42,15.501,12.37
2020/10/29 00:00,111.56,36.65,18.93,25.0,23.5045,23.96,23.24,16.38,15.462,12.37
2020/10/30 00:00,111.4,36.57,18.89,24.97,23.453,23.93,23.19,16.35,15.433,12.37
2020/11/2 00:00,111.78,36.55,18.9,25.0,23.4475,24.0,23.23,16.37,15.438,12.38
2020/11/3 00:00,111.61,36.58,18.88,25.01,23.4482,24.11,23.23,16.38,15.418,12.38
2020/11/4 00:00,112.22,36.65,18.98,25.22,23.565,24.33,23.39,16.39,15.503,12.39
2020/11/5 00:00,112.56,36.79,19.02,25.32,23.6769,24.53,23.45,16.41,15.488,12.4
2020/11/6 00:00,112.35,36.74,18.99,25.29,23.6706,24.54,23.41,16.34,15.503,12.4
2020/11/9 00:00,112.44,36.69,18.92,25.39,23.6279,24.8,23.37,16.26,15.431,12.43
2020/11/10 00:00,112.34,36.63,18.91,25.37,23.6298,24.76,23.33,16.29,15.447,12.45
2020/11/11 00:00,112.38,36.61,0.0,25.39,23.6077,24.78,23.35,16.31,0.0,12.45
2020/11/12 00:00,112.75,36.68,18.95,25.39,23.6469,24.66,23.39,16.36,15.478,12.48
2020/11/13 00:00,112.63,36.74,18.98,25.4,23.678,24.69,23.38,16.37,15.459,12.49
2020/11/16 00:00,112.71,36.73,18.98,25.45,23.6749,24.79,23.39,16.35,15.487,12.49
2020/11/17 00:00,112.92,36.81,19.01,25.48,23.7103,24.82,23.44,16.37,15.488,12.51
2020/11/18 00:00,113.01,36.81,19.03,25.5,23.7498,24.84,23.47,16.37,15.538,12.52
2020/11/19 00:00,113.19,36.82,19.05,25.52,23.7596,24.82,23.49,16.39,15.555,12.55
2020/11/20 00:00,113.36,36.89,19.07,25.55,23.7921,24.8,23.52,16.43,15.565,12.56
2020/11/23 00:00,113.31,36.92,19.08,25.56,23.7832,24.87,23.5,16.41,15.565,12.56
2020/11/24 00:00,113.35,36.88,19.06,25.6,23.7848,25.0,23.5,16.42,15.553,12.57
2020/11/25 00:00,113.35,36.88,19.06,25.63,23.7925,24.98,23.49,16.44,15.56,12.58
2020/11/27 00:00,113.58,36.88,19.07,25.67,23.8042,25.0,23.54,16.48,15.567,12.58
2020/11/30 00:00,113.65,36.94,19.09,25.68,23.819,24.99,23.56,16.51,15.573,12.59
2020/12/1 00:00,113.52,36.92,19.07,25.65,23.8237,25.07,23.54,16.44,15.553,12.59
2020/12/2 00:00,113.49,36.84,19.03,25.67,23.7974,25.09,23.52,16.46,15.523,12.6
2020/12/3 00:00,113.72,36.87,19.06,25.74,23.8131,25.13,23.58,16.51,15.549,12.61
2020/12/4 00:00,113.51,36.88,19.03,25.77,23.817,25.21,23.51,16.48,15.489,12.62
2020/12/7 00:00,113.77,36.87,19.05,25.81,23.8244,25.23,23.55,16.53,15.545,12.63
2020/12/8 00:00,113.85,36.93,19.08,25.82,23.8505,25.24,23.55,16.56,15.574,12.64
2020/12/9 00:00,113.71,36.87,19.03,25.8,23.806,25.21,23.51,16.54,15.525,12.65
2020/12/10 00:00,113.93,36.86,19.05,25.83,23.801,25.22,23.54,16.56,15.539,12.67
2020/12/11 00:00,114.02,36.95,19.1,25.85,23.8461,25.22,23.56,16.56,15.586,12.69
2020/12/14 00:00,114.07,36.93,19.07,25.86,23.8304,25.24,23.56,16.57,15.524,12.7
2020/12/15 00:00,114.05,36.94,19.08,25.86,23.8513,25.26,23.56,16.58,15.567,12.71
2020/12/16 00:00,114.08,36.92,19.07,25.87,23.8335,25.29,23.56,16.57,15.531,12.73
2020/12/17 00:00,114.12,36.98,19.11,25.88,23.8933,25.31,23.56,16.6,15.599,12.76
2020/12/18 00:00,114.09,36.97,19.1,25.88,23.8877,25.32,23.55,16.58,15.586,12.78
2020/12/21 00:00,114.08,36.94,19.04,25.83,23.8953,25.23,23.55,16.59,15.574,12.78
2020/12/22 00:00,114.09,36.95,19.1,25.86,23.8714,25.24,23.57,16.6,15.569,12.78
2020/12/23 00:00,114.02,36.95,19.07,25.85,23.8783,25.26,23.55,16.59,15.545,12.78
2020/12/24 00:00,0.0,0.0,0.0,25.89,0.0,25.28,23.58,16.62,0.0,12.79
2020/12/28 00:00,114.24,36.97,19.09,25.91,23.8704,0.0,0.0,16.62,15.551,12.78
2020/12/29 00:00,114.28,37.0,19.11,25.92,23.9042,25.37,23.61,16.61,15.564,12.78
2020/12/30 00:00,114.35,37.01,19.12,25.94,23.9211,25.39,23.63,16.62,15.57,12.78
2020/12/31 00:00,114.45,37.04,0.0,25.96,23.9444,25.4,23.65,16.65,15.585,12.78
2021/1/4 00:00,114.34,37.07,19.13,25.96,23.956,25.36,23.64,16.69,15.551,12.8
2021/1/5 00:00,114.23,37.05,19.12,25.91,23.945,25.4,23.6,16.66,15.577,12.8
2021/1/6 00:00,113.82,36.9,19.02,25.87,23.8457,25.43,23.5,16.6,15.462,12.8
2021/1/7 00:00,113.7,36.81,18.99,25.87,23.7994,25.46,23.47,16.61,15.466,12.81
2021/1/8 00:00,113.57,36.78,18.98,25.86,23.8124,25.47,23.43,16.52,15.426,12.81
2021/1/11 00:00,113.41,36.75,18.95,25.92,23.7855,25.44,23.4,16.52,15.44,12.8
2021/1/12 00:00,113.41,36.71,18.94,25.78,23.7125,25.4,23.39,16.53,15.422,12.81
2021/1/13 00:00,113.57,36.75,18.97,25.83,23.7364,25.44,23.46,16.58,15.455,12.82
2021/1/14 00:00,113.73,36.82,19.0,25.83,23.7792,25.49,23.44,16.56,15.446,12.82
2021/1/15 00:00,113.81,36.78,18.99,25.85,23.7827,25.48,23.46,16.6,15.469,12.84
2021/1/19 00:00,113.92,36.82,19.01,25.86,23.7886,25.52,23.48,16.63,15.461,12.84
2021/1/20 00:00,114.01,36.84,19.02,25.89,23.8013,25.57,23.49,16.65,15.473,12.84
2021/1/21 00:00,113.96,36.83,19.01,25.89,23.8015,25.57,23.46,16.67,15.462,12.85
2021/1/22 00:00,113.94,36.81,19.01,25.89,23.8034,25.51,23.46,16.67,15.472,12.86
2021/1/25 00:00,114.09,36.85,19.03,25.93,23.8149,25.51,23.51,16.71,15.488,12.87
2021/1/26 00:00,114.1,36.92,19.05,25.93,23.8339,25.52,23.51,16.69,15.495,12.87
2021/1/27 00:00,114.06,36.89,19.06,25.9,23.847,25.43,23.51,16.69,15.513,12.88
2021/1/28 00:00,114.03,36.86,19.04,25.89,23.8012,25.47,23.48,16.72,15.485,12.89
2021/1/29 00:00,113.95,36.81,19.01,25.87,23.8167,25.43,23.46,16.69,15.436,12.9
2021/2/1 00:00,114.04,36.81,19.01,25.91,23.7904,25.46,23.48,16.68,15.477,12.91
2021/2/2 00:00,113.86,36.81,19.0,25.92,23.7749,25.55,23.46,16.69,15.46,12.91
2021/2/3 00:00,113.78,36.79,18.99,25.93,23.7785,25.6,23.43,16.7,15.447,12.91
2021/2/4 00:00,113.8,36.75,18.96,25.96,23.7677,25.64,23.44,16.68,15.425,12.91
2021/2/5 00:00,113.59,36.77,18.99,25.98,23.7704,25.71,23.42,16.65,15.443,12.92
2021/2/8 00:00,113.63,36.69,18.96,25.99,23.7846,25.75,23.44,16.69,15.42,12.91
2021/2/9 00:00,113.69,36.77,18.99,25.99,23.8137,25.81,23.44,16.69,15.451,12.91
2021/2/10 00:00,113.8,36.78,19.0,26.01,23.8174,25.83,23.48,16.71,15.455,12.91
2021/2/11 00:00,113.71,36.81,19.01,26.01,23.8347,25.82,23.46,16.68,15.459,12.91
2021/2/12 00:00,113.5,36.74,0.0,25.98,23.7911,25.83,23.4,16.66,15.421,12.91
2021/2/16 00:00,113.15,36.65,18.97,25.9,23.7429,25.81,23.31,16.59,15.364,12.91
2021/2/17 00:00,113.25,36.61,18.89,25.88,23.6388,25.79,23.33,16.57,15.351,12.91
2021/2/18 00:00,113.23,36.57,18.87,25.89,23.674,25.77,23.32,16.52,15.343,12.91
2021/2/19 00:00,112.98,36.57,18.87,25.85,23.6691,25.79,23.26,16.43,15.335,12.91
2021/2/22 00:00,112.66,36.5,18.84,25.8,23.5808,25.76,23.2,16.43,15.313,12.91
2021/2/23 00:00,112.6,36.4,18.79,25.8,23.5267,25.74,23.18,16.43,15.269,12.92
2021/2/24 00:00,112.46,36.32,18.73,25.79,23.5068,25.75,23.15,16.42,15.201,12.92
2021/2/25 00:00,111.77,36.27,18.71,25.63,23.4613,25.64,22.96,16.26,15.178,12.91
2021/2/26 00:00,112.41,36.13,18.68,25.61,23.3846,25.61,23.11,16.34,15.156,12.87
2021/3/1 00:00,112.49,36.23,18.72,25.69,23.4397,25.7,23.1,16.36,15.205,12.91
2021/3/2 00:00,112.66,36.23,18.74,25.72,23.4662,25.7,23.13,16.42,15.217,12.91
2021/3/3 00:00,112.42,36.22,18.72,25.66,23.4647,25.66,23.05,16.39,15.186,12.9
2021/3/4 00:00,112.05,36.19,18.71,25.57,23.4338,25.55,22.96,16.33,15.189,12.89
2021/3/5 00:00,111.88,36.07,18.64,25.54,23.3088,25.53,22.92,16.35,15.127,12.88
2021/3/8 00:00,111.58,36.0,18.56,25.42,23.2711,25.49,22.85,16.3,15.1,12.87
2021/3/9 00:00,111.79,35.97,18.62,25.46,23.2594,25.47,22.89,16.34,15.123,12.88
2021/3/10 00:00,111.94,35.97,18.62,25.52,23.2392,25.46,22.91,16.41,15.096,12.88
2021/3/11 00:00,112.01,36.01,18.64,25.57,23.3054,25.56,22.93,16.43,15.123,12.88
2021/3/12 00:00,111.52,35.94,18.59,25.43,23.2504,25.52,22.8,16.31,15.07,12.88
2021/3/15 00:00,111.6,35.81,18.57,25.49,23.2186,25.51,22.82,16.35,15.064,12.88
2021/3/16 00:00,111.61,35.87,18.59,25.49,23.242,25.51,22.81,16.38,15.06,12.88
2021/3/17 00:00,111.51,35.82,18.54,25.48,23.1755,25.45,22.77,16.37,15.022,12.89
2021/3/18 00:00,111.15,35.77,18.51,25.39,23.1216,25.37,22.68,16.3,14.987,12.88
2021/3/19 00:00,111.18,35.72,18.51,25.4,23.1253,25.38,22.69,16.3,14.991,12.89
2021/3/22 00:00,111.46,35.77,18.49,25.44,23.1575,25.45,22.75,16.37,15.011,12.88
2021/3/23 00:00,111.71,35.84,18.57,25.46,23.2099,25.47,22.81,16.4,15.048,12.88
2021/3/24 00:00,111.84,35.89,18.59,25.49,23.2363,25.52,22.84,16.44,15.066,12.88
2021/3/25 00:00,111.74,35.94,18.62,25.49,23.2668,25.51,22.82,16.45,15.093,12.88
2021/3/26 00:00,111.6,35.9,18.59,25.46,23.2043,25.54,22.79,16.45,15.068,12.88
2021/3/29 00:00,111.43,35.85,18.56,25.42,23.2217,25.54,22.75,16.4,15.042,12.88
2021/3/30 00:00,111.49,35.79,18.54,25.38,23.127,25.54,22.76,16.37,15.018,12.88
2021/3/31 00:00,111.49,35.83,18.56,25.39,23.1714,25.6,22.77,16.36,15.035,12.88
