date,X05,JA3,78H,J60,MX1,67V,Y47,V45,IN1,IN1
2019/12/9,85.93,36.95,183.63,18.52,24.96,372.82,17.18,43.26,96.51,96.51
2019/12/10,85.65,36.87,183.69,18.43,24.81,371.76,17.07,43.17,96.46,96.46
2019/12/11,85.85,37.06,184.35,18.43,24.77,372.83,17.05,43.39,96.86,96.86
2019/12/12,86.04,37.21,185.1,18.59,24.92,375.25,17.14,43.66,97.2,97.2
2019/12/13,86.77,37.36,185.43,18.62,24.98,376.67,17.31,43.83,97.72,97.72
2019/12/16,87.55,37.66,186.9,18.78,25.2,379,17.4,44.23,98.37,98.37
2019/12/17,87.36,37.64,186.92,18.75,25.17,378.98,17.37,44.22,98.13,98.13
2019/12/18,87.4,37.64,187.14,18.83,25.27,378.39,17.4,44.19,98.05,98.05
2019/12/19,88,37.92,187.97,18.84,25.33,380.4,17.5,44.51,98.6,98.6
2019/12/20,88.58,38.13,188.74,18.97,25.5,381.95,17.65,44.71,99.02,99.02
2019/12/23,88.66,38.15,188.89,19.09,25.65,381.6,17.64,44.74,99.01,99.01
2019/12/24,88.65,38.14,189.06,19.09,25.65,381.6,17.65,44.78,99.01,99.01
2019/12/26,89.23,38.14,189.06,19.09,25.65,381.6,17.73,44.78,99.01,99.01
2019/12/27,89.32,38.38,189.79,19.17,25.79,384.42,17.6,45.16,99.56,99.56
2019/12/30,88.47,38.05,188.66,19.01,25.59,381.86,17.42,44.81,98.78,98.78
2019/12/31,88.63,38.13,188.23,19.01,25.6,381.86,17.45,44.9,98.86,98.86
2020/1/2,90.17,38.72,190.12,19.3,25.95,385.21,17.76,45.53,99.93,99.93
2020/1/3,89.75,38.49,188.65,19.28,25.93,382.78,17.72,45.16,99.55,99.55
2020/1/6,90.31,38.74,189.79,19.23,25.89,383.82,17.73,45.45,99.89,99.89
2020/1/7,90.42,38.75,189.59,19.4,26.07,382.39,17.77,45.4,99.83,99.83
2020/1/8,91.08,39,191.23,19.52,26.25,385.35,17.95,45.76,100.63,100.63
2020/1/9,92.09,39.35,192.58,19.78,26.56,385.35,18.09,46.12,101.48,101.48
2020/1/10,92.08,39.32,192.65,19.87,26.65,386.6,18.05,46.07,101.43,101.43
2020/1/13,92.94,39.72,193.16,19.89,26.73,388.16,18.2,46.61,102.05,102.05
2020/1/14,92.5,39.46,193.19,19.87,26.65,386.8,18.15,46.51,101.75,101.75
2020/1/15,92.87,39.53,194.03,19.96,26.76,388,18.2,46.58,102.44,102.44
2020/1/16,93.63,39.9,195.81,20.01,26.88,391.02,18.42,47.03,103.39,103.39
2020/1/17,93.97,40.15,197.06,20.15,27.07,392.93,18.53,47.26,103.95,103.95
2020/1/21,94.12,40.16,197.05,20.16,27.08,392.42,18.59,47.23,104.06,104.06
2020/1/22,94.34,40.17,197.08,20.3,27.28,392.56,18.63,47.32,104.32,104.32
2020/1/23,94.38,40.26,197.04,20.14,27.08,392.46,18.68,47.38,103.99,103.99
2020/1/24,93.9,39.9,194.7,20.28,27.26,388.73,18.58,46.94,103.16,103.16
2020/1/27,92.37,39.22,191.87,20.28,26.48,383.92,18.36,46.13,101.97,101.97
2020/1/28,93.64,39.72,193.92,20.28,26.62,386.63,18.57,46.7,102.82,102.82
2020/1/29,93.62,39.79,193.97,19.91,26.8,385.78,18.6,46.73,102.92,102.92
2020/1/30,94.17,39.9,193.24,19.97,26.76,388.36,18.69,46.86,103.2,103.2
2020/1/31,92.87,39.24,188.35,20.01,26.89,382.78,18.37,46.12,101.19,101.19
2020/2/3,94.07,39.79,190.72,20.08,26.87,386.2,18.65,46.67,102.37,102.37
2020/2/4,95.98,40.51,194.09,20.6,27.25,391.91,19.03,47.53,103.7,103.7
2020/2/5,95.38,40.53,195.44,20.65,27.48,394.17,19.03,47.56,103.89,103.89
2020/2/6,95.75,40.82,196.72,20.53,27.52,394.35,19.13,47.92,103.8,103.8
2020/2/7,95.53,40.65,195.75,20.5,27.41,391.97,19.19,47.63,103.06,103.06
2020/2/10,96.75,41.09,197.46,20.63,27.51,394.51,19.49,48.11,103.98,103.98
2020/2/11,97.13,41.09,197.7,20.83,27.82,394.52,19.51,48.18,103.83,103.83
2020/2/12,98.21,41.41,199.21,20.87,27.9,396.48,19.79,48.62,104.48,104.48
2020/2/13,98.34,41.31,199.48,20.91,28.07,396.56,19.84,48.65,104.62,104.62
2020/2/14,99.11,41.49,200.35,21.12,28.21,398.32,19.98,48.76,105.54,105.54
2020/2/18,99.11,41.41,200.45,21.26,28.34,396.67,20.07,48.7,105.51,105.51
2020/2/19,99.89,41.65,201.62,21.49,28.57,398.51,20.18,49,106.08,106.08
2020/2/20,98.87,41.4,200.91,21.5,28.6,397.2,20.05,48.79,105.4,105.4
2020/2/21,97.17,40.75,198.3,21.09,27.99,393.6,19.61,47.99,104.01,104.01
2020/2/24,93.73,39.31,191.68,20.32,27.08,381.1,18.99,46.28,100.66,100.66
2020/2/25,91.38,38.24,186.82,20.27,27.04,370.83,18.39,45.03,98.02,98.02
2020/2/26,91.53,38.19,186.93,19.82,26.46,369.07,18.36,44.85,98,98
2020/2/27,88.17,36.67,179.8,19.1,25.61,354.23,17.45,42.89,94.82,94.82
2020/2/28,88.26,36.68,178.76,18.1,24.34,350.98,17.44,43.02,94.49,94.49
2020/3/2,91.72,38.25,186.85,18.84,25.2,364.84,17.96,44.65,98.41,98.41
2020/3/3,89.49,37.15,182.05,19.45,26.01,356.46,17.4,43.32,95.77,95.77
2020/3/4,93.09,38.58,189.83,19.22,25.84,370.62,18.15,44.9,99.24,99.24
2020/3/5,90.41,37.29,184.78,19.27,26,359.5,17.46,43.5,96.28,96.28
2020/3/6,88.21,36.71,181.43,18.56,24.95,353.33,16.94,42.68,94.52,94.52
2020/3/9,81.84,34.14,170.12,17.66,23.83,331.27,15.49,39.91,88.75,88.75
2020/3/10,85.9,35.99,178.94,17.7,23.99,345.87,16.46,41.97,92.81,92.81
2020/3/11,81.84,34.4,170.19,17.67,23.9,330.4,15.75,39.96,88.75,88.75
2020/3/12,75.12,31.33,155.88,16.4,22.21,299.1,14.58,36.42,81.39,81.39
2020/3/13,81.08,34.02,167.96,16.16,21.87,323.62,15.9,39.35,88.1,88.1
2020/3/16,71.36,29.91,147.32,15.77,21.31,286.16,13.94,34.74,78.22,78.22
2020/3/17,75.81,31.57,156.12,15.23,20.75,301.82,14.88,36.62,82.4,82.4
2020/3/18,72.14,30.15,148.9,14.91,20.28,286.29,14.25,34.93,77.59,77.59
2020/3/19,73.27,30.72,152.1,14.96,20.3,288.87,14.87,35.74,78.1,78.1
2020/3/20,71.18,29.62,145.18,15.8,21.37,275.9,14.31,34.37,75.4,75.4
2020/3/23,70.13,29.38,142.84,14.53,19.63,267.11,13.97,33.85,72.45,72.45
2020/3/24,76.34,31.84,157.07,15.75,20.94,292.72,15.16,36.79,79.4,79.4
2020/3/25,76.64,32.08,157.17,16.32,21.68,298.66,15.1,36.96,81.58,81.58
2020/3/26,81.16,33.9,166.94,16.76,22.44,315.44,15.72,38.83,86.19,86.19
2020/3/27,78.35,32.72,160.89,16.43,22.1,303.27,15.07,37.42,83.18,83.18
2020/3/30,81.09,33.81,167.4,16.56,22.4,313.39,15.7,38.83,86.19,86.19
2020/3/31,79.86,33.28,164.23,16.84,22.68,309.6,15.47,38.52,85.17,85.17
2020/4/1,76.3,31.75,156.33,16.25,21.86,296.56,14.9,36.95,81.72,81.72
2020/4/2,77.23,32.43,159.4,15.96,21.4,303.19,15.28,37.58,83.86,83.86
2020/4/3,76.07,31.99,156.54,16.31,21.78,298.39,15.09,37.08,82.62,82.62
2020/4/6,81.56,34.3,168.6,16.87,22.5,319.51,16.22,39.62,88.78,88.78
2020/4/7,80.97,34.02,167.91,17.75,23.81,319.9,15.94,39.53,88.2,88.2
2020/4/8,83.64,34.98,172.67,17.31,23.18,328.9,16.65,40.62,90.09,90.09
2020/4/9,84.33,35.31,172.74,18.05,24.19,331.9,16.68,40.83,91.15,91.15
2020/4/13,84.38,35.22,172.74,18.05,24.19,331.9,16.62,40.83,91.15,91.15
2020/4/14,87.93,36.52,179.17,18.63,24.7,339.66,17.18,42.32,92.72,92.72
2020/4/15,87.08,35.97,176.56,18.42,24.4,334.21,17.08,41.8,91.11,91.11
2020/4/16,88.44,36.43,179.95,18.68,24.71,337.03,17.36,42.36,91.73,91.73
2020/4/17,90.2,37.19,182.95,19.21,25.31,344.88,17.7,43.09,93.82,93.82
2020/4/20,89.92,36.66,181.01,19.09,25.17,338.79,17.54,42.65,92.79,92.79
2020/4/21,86.73,35.35,174.71,18.86,24.73,328.07,16.95,41.3,89.93,89.93
2020/4/22,89.4,36.3,179.66,18.75,24.73,334.97,17.52,42.34,92.25,92.25
2020/4/23,89.13,36.27,179.84,19.11,25.11,334.46,17.6,42.31,91.95,91.95
2020/4/24,90.26,36.74,182.07,18.88,24.77,339.16,17.8,42.93,93.07,93.07
2020/4/27,91.24,37.18,183.04,19.51,25.38,343.65,18,43.31,94.31,94.31
2020/4/28,89.67,36.56,180.26,19.54,25.45,340.81,17.76,42.74,93.52,93.52
2020/4/29,92.41,37.84,186.14,19.73,25.76,340.81,18.26,44.19,96.07,96.07
2020/4/30,92.29,37.78,185.52,19.73,25.95,346.1,18.1,44.25,95.06,95.06
2020/5/1,89.68,36.71,185.52,19.73,25.95,346.1,17.54,44.25,95.06,95.06
2020/5/4,90.83,37.06,183.23,19.25,25.21,337.81,17.85,43.32,93.91,93.91
2020/5/5,92.66,37.47,186.47,19.89,25.93,340.91,18.27,43.86,95.14,95.14
2020/5/6,93.64,37.5,186.1,20.03,26.12,339.78,18.42,43.93,95.15,95.15
2020/5/7,95.15,38,188.8,20.34,26.43,344.57,18.71,44.39,96.21,96.21
2020/5/8,95.93,38.47,190.99,20.53,26.6,344.57,18.91,44.92,96.21,96.21
2020/5/11,97.2,38.74,192.22,20.66,26.64,349.44,19.14,45.22,97.68,97.68
2020/5/12,95.51,37.96,188.57,20.81,26.79,342.96,18.75,44.38,96.14,96.14
2020/5/13,94.69,37.4,186.03,20.53,26.26,338.2,18.54,43.78,95.14,95.14
2020/5/14,95.38,37.77,187.82,19.92,25.59,340.62,18.78,44.07,95.82,95.82
2020/5/15,96.19,38.07,189.92,20.39,26.22,342.83,18.91,44.39,96.59,96.59
2020/5/18,97.65,38.87,193.07,21,27,352.1,19.11,45.34,99.03,99.03
2020/5/19,97.67,38.73,192.81,21.08,27.23,349.04,19.04,45.23,98.28,98.28
2020/5/20,99.56,39.45,196.71,21.25,27.58,354.23,19.29,46.08,99.58,99.58
2020/5/21,98.72,38.94,196.71,21.23,27.58,354.23,19.14,46.08,99.58,99.58
2020/5/22,99.77,39.21,196.47,21.17,27.37,352.67,19.38,45.85,99.09,99.09
2020/5/26,99.06,39.31,196.29,21.36,27.7,355.55,19.21,45.99,99.55,99.55
2020/5/27,98.61,39.57,198.04,20.75,27.03,358.79,19.21,46.35,100.02,100.02
2020/5/28,99.58,39.76,198.73,21.16,27.63,360.93,19.21,46.33,100.47,100.47
2020/5/29,101.66,40.13,200.32,21.29,27.74,363.75,19.42,46.88,101.35,101.35
2020/6/1,102.48,40.25,200.32,21.58,27.74,363.75,19.49,46.88,101.35,101.35
2020/6/2,103.04,40.58,202.42,21.7,28.01,365.9,19.54,47.38,102.31,102.31
2020/6/3,103.09,40.98,202.8,21.93,28.34,369.36,19.47,47.73,102.97,102.97
2020/6/4,101.06,40.46,200.24,21.98,28.4,365.72,18.98,47.08,101.99,101.99
2020/6/5,102.22,41.3,203.82,21.93,28.33,374.17,19.41,48.12,103.95,103.95
2020/6/8,102.8,41.51,204.31,21.97,28.34,375.97,19.51,48.4,104.3,104.3
2020/6/9,103.06,41.57,204.21,22.22,28.6,373.25,19.48,48.43,103.59,103.59
2020/6/10,104.67,41.86,205.25,22.52,28.86,373.74,19.63,48.84,103.68,103.68
2020/6/11,99.69,39.67,195.2,22.23,28.44,354.2,18.76,46.35,98.23,98.23
2020/6/12,100.94,40.16,197.11,22.02,28.13,357.35,19.09,46.88,99.39,99.39
2020/6/15,102.71,40.5,198.72,21.55,27.57,359.73,19.24,47.35,100.29,100.29
2020/6/16,104.43,41.28,201.88,22.46,28.77,366.13,19.61,48.27,101.6,101.6
2020/6/17,105.28,41.47,202.81,22.5,28.82,366.69,19.75,48.36,101.82,101.82
2020/6/18,105.88,41.62,203.11,22.46,28.75,367.1,19.92,48.42,101.91,101.91
2020/6/19,105.99,41.55,203.46,22.72,29.11,365.23,19.93,48.33,101.41,101.41
2020/6/22,107.83,42.04,205.18,22.64,28.92,367.36,20.1,48.87,102.24,102.24
2020/6/23,108.31,42.33,205.18,22.94,28.92,367.36,20.1,48.87,102.24,102.24
2020/6/24,105.77,41.25,201.77,22.64,29.07,359.6,19.73,48.02,99.94,99.94
2020/6/25,107.35,41.78,203.85,22.64,28.57,361.92,20.14,48.44,101.18,101.18
2020/6/26,105.74,40.63,198.87,22.51,28.83,354.59,19.74,47.35,99.03,99.03
2020/6/29,105.86,41.12,200.41,21.98,28.09,358.36,19.74,47.79,99.84,99.84
2020/6/30,107.85,41.84,203.68,22.53,28.63,363.47,20.1,48.67,101.15,101.15
2020/7/1,109.69,42.36,205.18,22.53,29.11,366.43,20.35,49.27,102.46,102.46
2020/7/2,110.59,42.5,206.27,23.44,29.88,368.05,20.46,49.51,102.83,102.83
2020/7/6,112.27,43.3,209.78,23.76,30.04,373.36,20.67,50.42,103.99,103.99
2020/7/7,111.9,42.88,208.12,23.95,30.22,369.56,20.63,49.89,103.19,103.19
2020/7/8,114.22,43.43,210.08,24.1,30.29,371.77,20.82,50.6,104.21,104.21
2020/7/9,115.08,43.56,210.36,24.32,30.53,371,21,50.89,103.77,103.77
2020/7/10,114.57,43.79,210.56,24.14,30.29,373.54,20.95,51.07,104.08,104.08
2020/7/13,110.84,42.87,207.19,24.89,30.82,369.4,20.32,49.9,102.48,102.48
2020/7/14,111.74,43.33,210.07,23.77,29.46,374.04,20.5,50.45,103.58,103.58
2020/7/15,112.26,43.55,211.22,24.34,30.15,377.18,20.59,50.79,104.91,104.91
2020/7/16,111.1,43.25,210.47,24.12,29.85,375.58,20.49,50.28,103.93,103.93
2020/7/17,112.33,43.46,212.2,24.26,29.87,378.71,20.63,50.46,104.85,104.85
2020/7/20,116.22,44.38,216.08,24.5,30.25,382.33,21.17,51.74,106.12,106.12
2020/7/21,115.11,44.05,214.82,25.06,30.8,382.7,20.82,51.29,106.07,106.07
2020/7/22,115.42,44.23,216.5,24.98,30.66,386.12,20.83,51.55,106.64,106.64
2020/7/23,113.35,43.37,212.95,24.95,30.73,382.98,20.43,50.41,105.23,105.23
2020/7/24,112.18,43.23,211.89,23.94,29.73,381.39,20.22,50.12,104.79,104.79
2020/7/27,114.3,43.73,214.11,24.5,30.22,383.3,20.33,50.87,105.96,105.96
2020/7/28,113.36,43.32,212.38,24.49,30.22,381.03,20.21,50.34,104.88,104.88
2020/7/29,115.91,44.03,214.67,24.63,30.43,386.13,20.52,51.1,105.96,105.96
2020/7/30,116.36,44.03,215.4,24.55,30.17,385.98,20.39,51.08,105.42,105.42
2020/7/31,117.07,44.52,215.74,25.02,30.71,385.77,20.63,51.63,105.39,105.39
2020/8/3,118.77,44.91,217.36,25.35,31.02,386.94,20.86,52.34,106.16,106.16
2020/8/4,119.03,45.01,217.55,25.44,31.06,387.82,20.79,52.37,106.07,106.07
2020/8/5,120.21,45.51,219.57,25.65,31.28,391.74,20.92,52.72,106.8,106.8
2020/8/6,120.25,45.92,221.48,25.71,31.4,393.05,20.96,53.2,107.4,107.4
2020/8/7,117.66,45.66,219.69,25.87,31.6,392.3,20.91,52.65,106.8,106.8
2020/8/10,115.78,45.45,218.18,25.4,31.17,391.08,20.78,52.43,106.03,106.03
2020/8/11,113.95,44.98,215.91,25.13,31.04,390.04,20.46,51.7,105.5,105.5
2020/8/12,115.92,45.81,219.69,25.34,31.19,395.23,20.67,52.55,106.92,106.92
2020/8/13,117.16,45.92,220.49,25.75,31.53,395.4,20.77,52.87,107.3,107.3
2020/8/14,116.39,45.79,219.6,25.79,31.41,394.75,20.65,52.7,106.71,106.71
2020/8/17,118.34,46.13,221.26,26.04,31.58,396.9,20.84,53.11,107.35,107.35
2020/8/18,119.48,46.52,222.1,26.21,31.74,398.98,20.86,53.57,107.97,107.97
2020/8/19,119,46.31,221.12,26.11,31.67,396.98,20.91,53.36,107.73,107.73
2020/8/20,120.36,46.72,222.55,26.12,31.73,399.04,21.1,53.88,108.26,108.26
2020/8/21,119.84,46.83,222.36,26.45,31.97,397.84,21.18,54.13,108.06,108.06
2020/8/24,119.79,47.17,222.96,26.68,32.3,401.3,21.18,54.5,109.04,109.04
2020/8/25,121.15,47.62,224.85,26.59,32.26,403.96,21.29,55.03,109.58,109.58
2020/8/26,124.19,48.89,228.11,26.98,32.87,409.35,21.7,56.49,110.82,110.82
2020/8/27,123.49,48.77,227.83,27.28,33.31,410.58,21.69,56.49,110.94,110.94
2020/8/28,124.14,49.11,229.15,27.46,33.43,413.54,21.71,56.94,111.63,111.63
2020/8/31,124.73,49.09,228.37,27.39,33.38,411.21,21.7,57.1,111.63,111.63
2020/9/1,127.33,49.77,230.33,27.85,33.73,412.82,22.08,57.93,111.73,111.73
2020/9/2,127.95,50.46,234.83,27.72,33.92,420.83,22.43,58.55,113.8,113.8
2020/9/3,121.44,48.43,225.75,27.48,33.73,408.12,21.41,55.67,109.45,109.45
2020/9/4,118.38,47.59,222.01,25.97,32.19,402.83,20.97,54.72,107.8,107.8
2020/9/8,114.67,46.09,215.51,25.45,31.51,393.72,20.48,52.71,105.56,105.56
2020/9/9,117.63,47.26,220.72,25.45,31.59,401.58,21.01,54.16,107.99,107.99
2020/9/10,115.94,46.46,217.88,25.99,32.24,395.4,20.67,53.15,106.34,106.34
2020/9/11,114.98,46.28,216.59,25.27,31.36,395.28,20.48,52.84,106.24,106.24
2020/9/14,116.94,46.89,219.57,25.67,31.7,399.22,20.85,53.55,107.35,107.35
2020/9/15,118.4,47.42,221.18,26.21,32.13,401.04,21.16,54.24,108.15,108.15
2020/9/16,116.89,46.87,218.54,26.23,32.08,398.66,21.01,53.58,107.62,107.62
2020/9/17,115.7,46.31,216.58,25.43,31.2,395.57,20.68,52.91,106.66,106.66
2020/9/18,115.59,45.69,214.33,25.51,31.21,392.54,20.56,52.26,105.74,105.74
2020/9/21,116.2,45.49,212.83,25.08,30.52,387.44,20.69,52.29,104.73,104.73
2020/9/22,118.32,46.25,215.95,25.39,30.97,392.19,21.12,53.18,105.85,105.85
2020/9/23,115.59,45.1,211.77,25.53,31.35,384.32,20.69,51.64,103.81,103.81
2020/9/24,115.66,45.21,212.5,24.95,30.7,385.3,20.7,51.8,104.02,104.02
2020/9/25,118.53,46,216.21,25.17,30.8,390.55,21.23,52.91,105.59,105.59
2020/9/28,120.29,46.75,219.06,26.01,31.76,396.35,21.46,53.85,107.02,107.02
2020/9/29,120.67,46.69,219.28,26.22,31.99,394.63,21.34,53.69,106.86,106.86
2020/9/30,121.23,47.01,220.03,26.47,32.14,397.72,21.48,54.16,107.61,107.61
2020/10/1,123.07,47.56,221.95,26.47,32.46,400.11,21.63,54.88,108.6,108.6
2020/10/2,120.9,46.69,218.48,26.47,32.27,395.6,21.43,53.83,107.03,107.03
2020/10/5,123.35,47.54,222.02,26.58,32.25,400.63,21.67,54.93,108.2,108.2
2020/10/6,122.29,46.87,218.88,26.75,32.46,394.98,21.49,54.22,106.58,106.58
2020/10/7,124.68,47.82,222.22,26.73,32.38,401.26,21.86,55.35,107.78,107.78
2020/10/8,125.17,48.01,223.48,27,32.71,403.95,21.91,55.62,108.77,108.77
2020/10/9,127.54,48.73,227.27,27.15,33.01,409.1,22.13,56.56,110.16,110.16
2020/10/12,129.73,49.68,231.32,27.53,33.54,414.55,22.58,57.66,111.71,111.71
2020/10/13,130.48,49.53,231.75,27.53,33.87,412.71,22.74,57.49,111.41,111.41
2020/10/14,128.83,48.97,229.33,28.03,33.9,409.02,22.48,56.95,110.49,110.49
2020/10/15,128.51,48.68,227,27.51,33.08,407.65,22.54,56.62,110.03,110.03
2020/10/16,128.6,48.55,227.86,27.75,33.49,408.03,22.48,56.57,110.31,110.31
2020/10/19,127.18,47.76,224.82,27.59,33.37,401.31,22.06,55.62,108.71,108.71
2020/10/20,127.26,47.97,224.91,27.26,33,402.06,21.95,55.86,109.04,109.04
2020/10/21,126.31,48.1,225.19,27.43,33.29,402.75,21.8,55.58,109.3,109.3
2020/10/22,125.69,48.43,226.16,27.17,32.94,403.5,21.79,55.55,110.95,110.95
2020/10/23,126.66,48.86,228.09,27.1,32.86,405.6,21.83,55.89,111.41,111.41
2020/10/26,124.87,47.94,223.7,27.1,32.67,397.8,21.58,54.96,109.16,109.16
2020/10/27,126.29,48.25,225.45,27.01,32.61,397.4,21.7,55.23,109.39,109.39
2020/10/28,122.2,46.44,217.35,26.28,31.65,382.62,21.02,53.12,105.46,105.46
2020/10/29,123.25,47,219.64,26.31,31.72,384.43,21.37,53.8,106.27,106.27
2020/10/30,119.41,45.91,215.02,25.24,30.93,380.83,20.96,52.6,105.24,105.24
2020/11/2,119.56,46.31,216.99,25.81,31.53,384.48,21.04,52.68,106.42,106.42
2020/11/3,121.81,47.03,220.19,25.88,31.62,391.09,21.3,53.77,108.45,108.45
2020/11/4,127.94,48.94,229.27,26.73,32.8,400.4,22.3,56.01,111.99,111.99
2020/11/5,131.55,49.98,233.22,27.78,33.92,407.19,22.56,57.34,113.89,113.89
2020/11/6,132.51,50.08,232.91,27.6,33.47,407.17,22.45,57.8,114.03,114.03
2020/11/9,126.99,49.75,230.41,27.88,34.12,416.19,22.19,57.11,115.19,115.19
2020/11/10,123.54,48.79,226.85,26.59,32.83,415.99,21.78,55.93,113.29,113.29
2020/11/11,127.22,49.45,230.37,26.9,33.2,417.22,22.25,56.93,114.69,114.69
2020/11/12,127.14,49.17,229.15,27.19,33.44,413.81,22.12,56.54,113.49,113.49
2020/11/13,127.62,49.69,231.27,27.03,33.36,419.24,22.19,57.05,114.81,114.81
2020/11/16,127.51,49.9,231.8,26.99,33.41,422.74,22.21,57.37,115.4,115.4
2020/11/17,127.61,49.68,231.46,26.98,33.18,419.68,22.23,57.28,114.94,114.94
2020/11/18,126.79,49.25,229,27.05,33.16,414.22,22.09,56.72,113.59,113.59
2020/11/19,128.61,49.56,229.57,27.11,33.15,414.77,22.22,57.19,113.98,113.98
2020/11/20,129.1,49.24,228.84,27.25,33.24,411.68,22.15,56.84,113.15,113.15
2020/11/23,129.28,49.51,229.54,27.48,33.35,413.07,22.19,56.97,113.61,113.61
2020/11/24,128.96,49.94,230.89,27.42,33.28,418.76,22.11,57.53,114.68,114.68
2020/11/25,130.33,50.08,232.02,27.7,33.57,418.42,22.21,57.79,115,115
2020/11/27,132.34,50.36,233.94,28.03,33.76,419.42,22.4,58.3,115.6,115.6
2020/11/30,132.74,50.23,233.68,28.03,33.8,418.14,22.51,58.44,115.79,115.79
2020/12/1,133.25,50.8,235.46,28.41,34.08,422.66,22.31,58.98,116.6,116.6
2020/12/2,132.44,50.72,235.66,28.15,33.91,423.45,22.11,58.66,116.39,116.39
2020/12/3,133.14,50.59,234.9,28.49,34.22,423.77,22.06,58.33,116.34,116.34
2020/12/4,134.36,50.97,236.45,28.56,34.12,427.08,22.29,58.64,117.71,117.71
2020/12/7,134.9,51.1,236.67,28.76,34.36,425.51,22.34,58.82,117.75,117.75
2020/12/8,135.68,51.13,237.46,28.82,34.3,426.09,22.43,58.98,117.92,117.92
2020/12/9,132.52,50.28,234.32,29.04,34.43,423.3,22.03,57.96,116.68,116.68
2020/12/10,134.43,50.51,234.31,28.55,33.93,421.85,22.04,58.26,116.67,116.67
2020/12/11,134.71,50.53,233.91,28.54,33.89,423.02,22.11,58.15,116.67,116.67
2020/12/14,135.06,50.63,235.14,28.93,34.31,422.04,22.1,58.4,116.72,116.72
2020/12/15,135.99,51.14,236.98,28.97,34.24,426.35,22.26,58.99,117.57,117.57
2020/12/16,137.41,51.4,238.02,29.1,34.42,428.19,22.37,59.42,118.2,118.2
2020/12/17,139.99,51.81,239.92,29.49,34.96,431.54,22.55,59.86,119.19,119.19
2020/12/18,140.75,51.86,239.82,29.59,34.95,431.73,22.62,59.97,119.6,119.6
2020/12/21,140.63,51.67,239.27,29.34,34.62,429.34,22.62,59.78,118.63,118.63
2020/12/22,142.21,51.77,239.6,29.69,35.04,428.36,22.96,60.08,118.47,118.47
2020/12/23,140.59,51.53,239.09,29.65,34.96,428.36,22.72,59.7,118.01,118.01
2020/12/24,140.6,51.64,239.83,29.65,34.96,428.36,22.83,59.88,118.01,118.01
2020/12/28,139.61,51.64,241.57,29.53,34.93,434.75,22.84,60.17,118.01,118.01
2020/12/29,139.32,52.19,241.28,29.43,35.31,434.87,22.71,60.12,119.75,119.75
2020/12/30,140.04,52.14,241.51,29.46,35.25,435.41,22.67,60.2,119.88,119.88
2020/12/31,139.75,52.34,241.88,29.46,35.18,437.97,22.86,60.31,120.79,120.79
2021/1/4,137.96,51.54,238.56,29.46,35.08,431.2,22.44,59.36,119.36,119.36
2021/1/5,139.59,51.89,239.28,29.3,34.88,432.19,22.46,59.77,119.34,119.34
2021/1/6,136.89,51.33,237.21,29.2,34.39,434.14,22.12,59.14,119.18,119.18
2021/1/7,140.95,52.3,242.29,29.73,34.85,439.04,22.73,60.5,120.92,120.92
2021/1/8,143.34,52.7,244.55,30.34,35.29,442.11,23.07,61.24,122,122
2021/1/11,141.9,52.16,242.24,30.14,35.04,438.68,22.93,60.58,120.73,120.73
2021/1/12,142.63,51.88,239.91,30.16,34.88,436.6,22.76,60.54,120.05,120.05
2021/1/13,143.46,52.03,239.96,30.16,34.82,435.68,22.89,60.83,119.66,119.66
2021/1/14,143.12,51.45,238.24,30.4,35.06,431.76,22.63,60.43,118.07,118.07
2021/1/15,142.3,51.24,237.69,30.03,34.53,430.26,22.67,60.11,117.9,117.9
2021/1/19,144.33,51.83,239.91,30.02,34.54,432.86,22.8,60.84,119.15,119.15
2021/1/20,147.13,53,244.45,30.46,35.37,438.21,23.26,62.13,120.9,120.9
2021/1/21,147.39,53.23,245.43,30.75,35.84,438.42,23.16,62.31,120.36,120.36
2021/1/22,147.64,53.05,244.13,30.86,35.91,436,23.1,62.24,119.39,119.39
2021/1/25,147.18,53.17,244.54,31.14,35.86,436.94,23.17,62.32,119.07,119.07
2021/1/26,144.91,52.97,243.88,30.87,35.7,437.29,22.96,62.08,119.22,119.22
2021/1/27,139.71,51.38,237.1,30.04,34.88,427.24,22.4,60.2,115.69,115.69
2021/1/28,142.76,52.38,239.68,29.99,35.08,432.36,22.76,61.17,117.81,117.81
2021/1/29,140.39,51.49,235.39,29.91,34.77,423.96,22.53,59.99,115.62,115.62
2021/2/1,144.63,52.82,239.85,29.83,34.88,429.64,23.29,61.5,118.26,118.26
2021/2/2,148.05,53.73,242.94,30.75,35.86,435.47,23.8,62.63,120.42,120.42
2021/2/3,147.37,53.43,242.51,30.96,36.19,435.26,23.68,62.61,120.21,120.21
2021/2/4,149.53,54.25,244.72,30.9,36.15,439.22,24.1,63.31,122.03,122.03
2021/2/5,151.11,54.51,245.93,31.07,36.33,441.43,24.1,63.73,122.6,122.6
2021/2/8,152.1,54.77,246.68,31.56,36.63,444.18,24.2,64.05,122.49,122.49
2021/2/9,153.05,54.78,247.3,31.62,36.72,445.2,24.1,63.97,122.76,122.76
2021/2/10,153.95,54.97,247.7,31.8,36.94,445.06,24.19,64,122.87,122.87
2021/2/11,155.66,55.24,248.93,31.77,37,447.07,24.25,64.38,123.44,123.44
2021/2/12,157.53,55.42,250.58,31.77,37.01,448.6,24.45,64.81,124.01,124.01
