date,X05,JA3,78H,J60,MX1,67V,Y47,V45,IN1,IN1
2021/2/16,156.82,55.42,249.61,32.21,37.3,447.74,24.24,64.59,124.27,124.27
2021/2/17,155.22,55.17,249.17,31.7,36.81,447.31,24.24,64.3,124.17,124.17
2021/2/18,154.71,55.08,248.15,31.39,36.67,447.33,24.12,64.06,124.32,124.32
2021/2/19,155.2,54.77,245.96,31.71,36.96,442.13,23.94,64.11,123.08,123.08
2021/2/22,149.28,53.95,242.09,31.19,36.38,439.28,23.25,62.62,121.89,121.89
2021/2/23,147.79,54.11,241.48,29.68,35.11,439.85,23.17,62.27,121.79,121.79
2021/2/24,148.29,54.46,242.56,30.32,35.59,443.35,23.28,62.85,123.47,123.47
2021/2/25,142.39,52.75,236.14,30.65,35.96,434.71,22.55,60.75,120.56,120.56
2021/2/26,143.53,52.92,236.78,29.71,35.05,432.87,22.86,61.14,120.53,120.53
2021/3/1,147.93,53.95,241.5,30.37,35.56,441.49,23.46,62.56,122.9,122.9
2021/3/2,145.33,53.25,238.67,30.81,35.78,438.03,23.02,61.64,121.91,121.91
2021/3/3,139.31,51.93,232.49,29.91,34.96,431.31,22.31,59.89,119.61,119.61
2021/3/4,134.21,50.9,228.8,28.76,33.95,425.4,21.89,58.53,118.28,118.28
2021/3/5,134.59,51.86,232.76,28.05,33.46,434.47,22.31,59.44,120.74,120.74
2021/3/8,129.03,50.99,228.35,28.62,34.02,433.33,21.98,58.04,119.42,119.42
2021/3/9,135.78,52.37,235.04,28.95,34.5,438.4,22.62,60,121.47,121.47
2021/3/10,134.73,52.32,235.09,29.5,34.79,439.81,22.54,59.78,121.52,121.52
2021/3/11,140.27,53.6,240.12,29.69,35.02,443.47,22.98,61.27,123.47,123.47
2021/3/12,138.56,53.39,238.8,29.7,34.93,443.36,22.93,60.84,122.95,122.95
2021/3/15,139.9,53.84,241.02,29.95,35.11,445.16,23.2,61.38,123.91,123.91
2021/3/16,139.55,53.88,241.23,30.33,35.76,445.37,23.21,61.61,124.04,124.04
2021/3/17,139.62,54.04,241.87,29.68,35.13,444.88,23.08,61.46,123.96,123.96
2021/3/18,134.48,52.58,237.22,29.74,34.86,438.81,22.55,59.7,121.59,121.59
2021/3/19,135.87,52.7,237.57,29.43,34.51,438.82,22.64,60,121.25,121.25
2021/3/22,137.94,53.33,240.98,29.64,34.88,441.96,22.91,60.8,122.29,122.29
2021/3/23,136.94,52.89,240.31,29.61,35.08,441.39,22.99,60.47,122.16,122.16
2021/3/24,132.99,52.09,237.45,29.37,34.79,440.06,22.64,59.57,121.63,121.63
2021/3/25,132.29,52.05,237.16,28.35,33.77,441.42,22.66,59.44,121.54,121.54
2021/3/26,134.54,52.98,242.26,28.99,34.3,449.97,22.97,60.4,124.02,124.02
2021/3/29,133.08,52.85,242.51,29.08,34.51,450.24,22.89,60.14,124.33,124.33
2021/3/30,133.31,52.56,240.87,28.89,34.36,447.75,22.86,60.05,123.23,123.23
2021/3/31,136.64,53.3,242.63,29.45,34.85,448.55,23.22,60.97,124.22,124.22
